"day" "day_of_year" "in_gr" "in_sp" "in_wi" "month" "or_gr" "or_sp" "or_wi" "up_gr" "up_ot" "up_sp" "up_wi" "zeros"
"204" 22 204 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00669999979436398 0.00609999988228083 0
"205" 23 205 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00669999979436398 0.00609999988228083 0
"206" 24 206 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00669999979436398 0.00600000005215406 0
"207" 25 207 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00669999979436398 0.00600000005215406 0
"208" 26 208 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00669999979436398 0.00600000005215406 0
"209" 27 209 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00669999979436398 0.00600000005215406 0
"210" 28 210 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00669999979436398 0.00600000005215406 0
"211" 29 211 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00659999996423721 0.00600000005215406 0
"212" 30 212 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00659999996423721 0.00600000005215406 0
"213" 31 213 0.00600000005215406 0 0 7 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00659999996423721 0.0059000002220273 0
"214" 1 214 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00659999996423721 0.0059000002220273 0
"215" 2 215 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00659999996423721 0.0059000002220273 0
"216" 3 216 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00650000013411045 0.0059000002220273 0
"217" 4 217 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00650000013411045 0.0059000002220273 0
"218" 5 218 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00650000013411045 0.0059000002220273 0
"219" 6 219 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00650000013411045 0.00579999992623925 0
"220" 7 220 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.00650000013411045 0.00579999992623925 0
"221" 8 221 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.0063999998383224 0.00579999992623925 0
"222" 9 222 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.0063999998383224 0.00579999992623925 0
"223" 10 223 0 0 0 8 0.00549999997019768 0 0 0.00430000014603138 0.00430000014603138 0.0063999998383224 0.00579999992623925 0
"224" 11 224 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.0063999998383224 0.00570000009611249 0
"225" 12 225 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00630000000819564 0.00570000009611249 0
"226" 13 226 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00630000000819564 0.00570000009611249 0
"227" 14 227 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00630000000819564 0.00570000009611249 0
"228" 15 228 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00630000000819564 0.00559999980032444 0
"229" 16 229 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00620000017806888 0.00559999980032444 0
"230" 17 230 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00620000017806888 0.00559999980032444 0
"231" 18 231 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00620000017806888 0.00559999980032444 0
"232" 19 232 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00620000017806888 0.00549999997019768 0
"233" 20 233 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00609999988228083 0.00549999997019768 0
"234" 21 234 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00609999988228083 0.00549999997019768 0
"235" 22 235 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00609999988228083 0.00549999997019768 0
"236" 23 236 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00600000005215406 0.00540000014007092 0
"237" 24 237 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00600000005215406 0.00540000014007092 0
"238" 25 238 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00600000005215406 0.00540000014007092 0
"239" 26 239 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00600000005215406 0.00540000014007092 0
"240" 27 240 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.0059000002220273 0.00529999984428287 0
"241" 28 241 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.0059000002220273 0.00529999984428287 0
"242" 29 242 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.0059000002220273 0.00529999984428287 0
"243" 30 243 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00579999992623925 0.0052000000141561 0
"244" 31 244 0 0 0 8 0.00549999997019768 0 0 0.00439999997615814 0.00439999997615814 0.00579999992623925 0.0052000000141561 0
"245" 1 245 0 0 0 9 0 0 0 0.00439999997615814 0.00439999997615814 0 0 0
"246" 2 246 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"247" 3 247 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"248" 4 248 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"249" 5 249 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"250" 6 250 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"251" 7 251 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"252" 8 252 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"253" 9 253 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"254" 10 254 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"255" 11 255 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"256" 12 256 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"257" 13 257 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"258" 14 258 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"259" 15 259 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"260" 16 260 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"261" 17 261 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"262" 18 262 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"263" 19 263 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"264" 20 264 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"265" 21 265 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"266" 22 266 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"267" 23 267 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"268" 24 268 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"269" 25 269 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"270" 26 270 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"271" 27 271 0 0 0 9 0 0 0 0.00430000014603138 0.00430000014603138 0 0 0
"272" 28 272 0 0 0 9 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"273" 29 273 0 0 0 9 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"274" 30 274 0 0 0 9 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"275" 1 275 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"276" 2 276 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"277" 3 277 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"278" 4 278 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"279" 5 279 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"280" 6 280 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"281" 7 281 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"282" 8 282 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"283" 9 283 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"284" 10 284 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"285" 11 285 0 0 0 10 0 0 0 0.00419999985024333 0.00419999985024333 0 0 0
"286" 12 286 0 0 0 10 0 0 0 0.00410000002011657 0.00410000002011657 0 0 0
"287" 13 287 0 0 0 10 0 0 0 0.00410000002011657 0.00410000002011657 0 0 0
"288" 14 288 0 0 0 10 0 0 0 0.00410000002011657 0.00410000002011657 0 0 0
"289" 15 289 0 0 0 10 0 0 0 0.00410000002011657 0.00410000002011657 0 0 0
"290" 16 290 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00410000002011657 0.00410000002011657 0 0 0
"291" 17 291 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00410000002011657 0.00410000002011657 0 0 0
"292" 18 292 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00410000002011657 0.00410000002011657 0 0 0
"293" 19 293 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00410000002011657 0.00410000002011657 0 0 0
"294" 20 294 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00410000002011657 0.00410000002011657 0 0 0
"295" 21 295 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00410000002011657 0.00410000002011657 0 0 0
"296" 22 296 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00410000002011657 0.00410000002011657 0 0 0
"297" 23 297 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"298" 24 298 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"299" 25 299 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"300" 26 300 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"301" 27 301 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"302" 28 302 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"303" 29 303 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"304" 30 304 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"305" 31 305 0 0 0.0166999995708466 10 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0 0
"306" 1 306 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00400000018998981 0.00400000018998981 0 0.000600000028498471 0
"307" 2 307 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.00109999999403954 0
"308" 3 308 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.0015999999595806 0
"309" 4 309 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.00209999992512167 0
"310" 5 310 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.00249999994412065 0
"311" 6 311 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.00289999996311963 0
"312" 7 312 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.00329999998211861 0
"313" 8 313 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.00359999993816018 0
"314" 9 314 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00389999989420176 0.00389999989420176 0 0.00389999989420176 0
"315" 10 315 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00380000006407499 0.00380000006407499 0 0.00410000002011657 0
"316" 11 316 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00380000006407499 0.00380000006407499 0 0.00430000014603138 0
"317" 12 317 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00380000006407499 0.00380000006407499 0 0.0044999998062849 0
"318" 13 318 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00380000006407499 0.00380000006407499 0 0.00460000010207295 0
"319" 14 319 0 0 0.0166999995708466 11 0 0 0.0166999995708466 0.00380000006407499 0.00380000006407499 0 0.00469999993219972 0
"320" 15 320 0 0 0 11 0 0 0 0.00380000006407499 0.00380000006407499 0 0.00480000022798777 0
"321" 16 321 0 0 0 11 0 0 0 0.00380000006407499 0.00380000006407499 0 0.00480000022798777 0
"322" 17 322 0 0 0 11 0 0 0 0.00370000000111759 0.00370000000111759 0 0.00469999993219972 0
"323" 18 323 0 0 0 11 0 0 0 0.00370000000111759 0.00370000000111759 0 0.00469999993219972 0
"324" 19 324 0 0 0 11 0 0 0 0.00370000000111759 0.00370000000111759 0 0.00460000010207295 0
"325" 20 325 0 0 0 11 0 0 0 0.00370000000111759 0.00370000000111759 0 0.00439999997615814 0
"326" 21 326 0 0 0 11 0 0 0 0.00370000000111759 0.00370000000111759 0 0.00419999985024333 0
"327" 22 327 0 0 0 11 0 0 0 0.00370000000111759 0.00370000000111759 0 0.00400000018998981 0
"328" 23 328 0 0 0 11 0 0 0 0.00370000000111759 0.00370000000111759 0 0.00380000006407499 0
"329" 24 329 0 0 0 11 0 0 0 0.00359999993816018 0.00359999993816018 0 0.00350000010803342 0
"330" 25 330 0 0 0 11 0 0 0 0.00359999993816018 0.00359999993816018 0 0.00310000008903444 0
"331" 26 331 0 0 0 11 0 0 0 0.00359999993816018 0.00359999993816018 0 0.00279999990016222 0
"332" 27 332 0 0 0 11 0 0 0 0.00359999993816018 0.00359999993816018 0 0.00230000005103648 0
"333" 28 333 0 0 0 11 0 0 0 0.00359999993816018 0.00359999993816018 0 0.0019000000320375 0
"334" 29 334 0 0 0 11 0 0 0 0.00359999993816018 0.00359999993816018 0 0.00139999995008111 0
"335" 30 335 0 0 0 11 0 0 0 0.00359999993816018 0.00359999993816018 0 0.000899999984540045 0
"336" 1 336 0 0 0 12 0 0 0 0 0 0 0 0
"337" 2 337 0 0 0 12 0 0 0 0 0 0 0 0
"338" 3 338 0 0 0 12 0 0 0 0 0 0 0 0
"339" 4 339 0 0 0 12 0 0 0 0 0 0 0 0
"340" 5 340 0 0 0 12 0 0 0 0 0 0 0 0
"341" 6 341 0 0 0 12 0 0 0 0 0 0 0 0
"342" 7 342 0 0 0 12 0 0 0 0 0 0 0 0
"343" 8 343 0 0 0 12 0 0 0 0 0 0 0 0
"344" 9 344 0 0 0 12 0 0 0 0 0 0 0 0
"345" 10 345 0 0 0 12 0 0 0 0 0 0 0 0
"346" 11 346 0 0 0 12 0 0 0 0 0 0 0 0
"347" 12 347 0 0 0 12 0 0 0 0 0 0 0 0
"348" 13 348 0 0 0 12 0 0 0 0 0 0 0 0
"349" 14 349 0 0 0 12 0 0 0 0 0 0 0 0
"350" 15 350 0 0 0 12 0 0 0 0 0 0 0 0
"351" 16 351 0 0 0 12 0 0 0 0 0 0 0 0
"352" 17 352 0 0 0 12 0 0 0 0 0 0 0 0
"353" 18 353 0 0 0 12 0 0 0 0 0 0 0 0
"354" 19 354 0 0 0 12 0 0 0 0 0 0 0 0
"355" 20 355 0 0 0 12 0 0 0 0 0 0 0 0
"356" 21 356 0 0 0 12 0 0 0 0 0 0 0 0
"357" 22 357 0 0 0 12 0 0 0 0 0 0 0 0
"358" 23 358 0 0 0 12 0 0 0 0 0 0 0 0
"359" 24 359 0 0 0 12 0 0 0 0 0 0 0 0
"360" 25 360 0 0 0 12 0 0 0 0 0 0 0 0
"361" 26 361 0 0 0 12 0 0 0 0 0 0 0 0
"362" 27 362 0 0 0 12 0 0 0 0 0 0 0 0
"363" 28 363 0 0 0 12 0 0 0 0 0 0 0 0
"364" 29 364 0 0 0 12 0 0 0 0 0 0 0 0
"365" 30 365 0 0 0 12 0 0 0 0 0 0 0 0
"366" 31 366 0 0 0 12 0 0 0 0 0 0 0 0
